code,name,wac,city,state,country,globalregion,latitude,longitude
PTM,Palmarito,388,Palmarito,,Venezuela,South America,7.5667,-70.1833
PTN,Harry P. Williams Mem.,72,Morgan City/Patterso,Louisiana,United States,North America,29.7083,-91.3375
PTO,J.Loureiro Cardoso,316,Pato Branco,Parana,Brazil,South America,-12.5833,-69.2333
PTP,Le Raizet,235,Pointe A Pitre,,Guadeloupe,Caribbean,16.2675,-61.5264
PTQ,Porto De Moz,316,Porto De Moz,Para,Brazil,South America,-1.7389,-52.2444
PTR,Pleasant Harbour,1,Pleasant Harbor,Alaska,United States,North America,58.7669,-157.06
PTS,Pittsburg Municipal Airport,62,Pittsburg,Kansas,United States,North America,37.4467,-94.7306
PTT,Pratt,62,Pratt,Kansas,United States,North America,37.7,-98.75
PTU,Platinum,1,Platinum,Alaska,United States,North America,59.0114,-161.8169
PTV,Porterville Airport,91,Porterville,California,United States,North America,36.0667,-119.0167
PTW,Pottstown/Limerick Airport,23,Pottstown,Pennsylvania,United States,North America,40.25,-75.6333
PTX,Pitalito Airport,327,Pitalito,,Colombia,South America,1.8574,-76.0865
PTY,"Tocumen Intl, Panama R",162,Panama City,,Panama,Central America,9.07,-79.3836
PTZ,Rio Amazonas,337,Shell Mera,,Ecuador,South America,-2,-77
PUA,Puas Airport,804,Puas,,Papua New Guinea,Australasia,-2.4,150.2333
PUB,Pueblo Memorial,82,Pueblo,Colorado,United States,North America,38.2928,-104.4961
PUC,Carbon County Airport,87,Price,Utah,United States,North America,39.6097,-110.7528
PUD,Puerto Deseado,303,Puerto Deseado,Santa Cruz,Argentina,South America,-47.72,-65.9253
PUE,Puerto Obaldia,162,Puerto Obaldia,,Panama,Central America,8.6833,-77.5333
PUF,Uzein,427,Pau,,France,Europe,43.38,-0.4178
PUG,Port Augusta,802,Port Augusta,South Australia,Australia,Australasia,-32.5,137.7667
PUH,Pochutla Airport,148,Pochutla,,Mexico,North America,15.7333,-96.4666
PUI,Pureni,804,Pureni,,Papua New Guinea,Australasia,-5.8333,142.8333
PUJ,Punta Cana International,224,Punta Cana,,Dominican Republic,Caribbean,18.5667,-68.3833
PUK,Pukarua,823,Pukarua,,French Polynesia,Australasia,-18.2944,-137.0153
PUL,Marina Moorage SPB,93,Poulsbo,Washington,United States,North America,47.7333,-122.65
PUM,Pomala Airport,732,Kolaka,,Indonesia,Asia,-4.1833,121.6167
PUN,Punia,517,Punia,,Democratic Republic of the Congo,Africa,-1.3667,26.3333
PUO,Prudhoe Bay Airport,1,Prudhoe Bay,Alaska,United States,North America,70.2514,-148.3369
PUP,Po Airport,593,Po,,Burkina Faso,Africa,11.1833,-1.1666
PUQ,C.Ibanez del Campo,324,Punta Arenas,,Chile,South America,-53.1264,-70.8775
PUR,Puerto Rico,312,Puerto Rico,,Bolivia,South America,-11.1125,-67.52
PUS,Gimhae Intl,778,Busan,,South Korea,Asia,35.1708,129.1306
PUT,Sri Sathya Sai Airport,733,Puttaparthi,,India,Asia,14.1333,77.7833
PUU,Tres de Mayo,327,Puerto Asis,,Colombia,South America,0.5333,-76.5333
PUV,Malabou,846,Poum,,New Caledonia,Australasia,-20.2833,164.1
PUW,Moscow Regional,93,Pullman/Moscow ID,Washington,United States,North America,46.7447,-117.105
PUX,El Mirador,324,Puerto Varas,,Chile,South America,-40.3403,-72.9444
PUY,Pula,415,Pula,,Croatia,Europe,44.8917,13.9236
PUZ,Puerto Cabezas,153,Puerto Cabezas,,Nicaragua,Central America,14.0453,-83.3836
PVA,El Embrujo,327,Providencia Island,,Colombia,South America,13.35,-81.35
PVB,Fluvial Bus Station,385,Punta Del Este,,Uruguay,South America,-34.9569,-54.9389
PVC,Provincetown Muni,13,Provincetown,Massachusetts,United States,North America,42.0719,-70.2217
PVD,T Francis Green St,15,Providence,Rhode Island,United States,North America,41.7283,-71.4261
PVE,El Porvenir,162,El Porvenir,,Panama,Central America,9.5833,-79
PVF,Placerville,91,Placerville,California,United States,North America,38.7167,-120.8
PVG,Pudong International,713,Shanghai,,China,Asia,31.1439,121.7914
PVH,J.T. de Oliveira Intl,316,Porto Velho,Rondonia,Brazil,South America,-8.7333,-63.9
PVI,Edu Chaves Airport,316,Paranavai,Parana,Brazil,South America,-23.0667,-52.4667
PVK,Aktion,433,Preveza/Lefkas,,Greece,Europe,38.9264,20.7658
PVL,Pike County Regional,52,Pikeville,Kentucky,United States,North America,37.5617,-82.5664
PVN,Pleven Airport,411,Pleven,,Bulgaria,Europe,43.4167,24.6167
PVO,Reales Tamarindos,337,Portoviejo,,Ecuador,South America,-1.0333,-80.4667
PVR,G. Diaz Ordaz Intl,148,Puerto Vallarta,,Mexico,North America,20.6819,-105.2483
PVS,Provideniya Bay Airport,475,Provideniya,Far East Federal District,Russian Federation,Asia,64.3833,173.3
PVU,Provo Municipal,87,Provo,Utah,United States,North America,40.2181,-111.7222
PVW,Hale County Airport,74,Plainview,Texas,United States,North America,34.1833,-101.7167
PVX,Pope Vanoy Airport,475,Provedenia,Far East Federal District,Russian Federation,Asia,64.3667,173.2333
PVY,Pope Vanoy,1,Pope Vanoy,Alaska,United States,North America,59.3167,-154.9167
PVZ,Casement,44,Painesville,Ohio,United States,North America,41.7333,-81.2167
PWA,Wiley Post Airport,73,Oklahoma City,Oklahoma,United States,North America,35.4667,-97.5333
PWD,Sher-Wood Airport,84,Plentywood,Montana,United States,North America,48.7833,-104.5667
PWE,Pevek,475,Pevek,Far East Federal District,Russian Federation,Asia,69.7833,170.6
PWI,Pawi,522,Pawi,,Ethiopia,Africa,11.3333,36.4167
PWK,Chicago Executive,41,Chicago,Illinois,United States,North America,42,-87.9667
PWL,Wirasaba,732,Purwokerto,,Indonesia,Asia,-7.4667,109.15
PWM,Portland Intl Jetprt,12,Portland,Maine,United States,North America,43.6444,-70.3036
PWN,"Pitts Town, Crooked",204,"Pitts Town, Crooked",,Bahamas,Caribbean,22.8333,-74.35
PWO,Pweto Airport,517,Pweto,,Democratic Republic of the Congo,Africa,-8.4667,28.9
PWQ,Pavlodar,738,Pavlodar,,Kazakhstan,Asia,52.1833,77.0667
PWR,Port Walter Spb,1,Port Walter,Alaska,United States,North America,56.3833,-134.65
PWT,National,93,Bremerton,Washington,United States,North America,47.485,-122.7633
PWY,Pinedale,88,Pinedale,Wyoming,United States,North America,42.7953,-109.8069
PXG,Railway Station,713,Pingxiang,,China,Asia,27.6503,113.8358
PXH,Prominent Hill Airport,802,Prominent Hill,Tasmania,Australia,Australasia,-42.7608,135.5286
PXL,Polacca Airport,81,Polacca,Arizona,United States,North America,35.8,-110.3333
PXM,Puerto Escondido International,148,Puerto Escondido,,Mexico,North America,15.8725,-97.0861
PXO,Porto Santo Airport,469,Porto Santo,,Portugal,Europe,33.0669,-16.3456
PXR,Surin Airport,782,Surin,,Thailand,Asia,14.8667,103.5
PXS,Puerto De Santa Maria Airport,482,Puerto De Santa Maria,,Spain,Europe,36.6,-6.2167
PXU,Pleiku,791,Pleiku,,Vietnam,Asia,14.0031,108.0214
PYA,Velasquez Airport,327,Puerto Boyaca,,Colombia,South America,5.9667,-74.6
PYB,Jeypore,733,Jeypore,,India,Asia,18.85,82.5833
PYC,Playon Chico,162,Playon Chico,,Panama,Central America,9.3097,-78.2347
PYE,Penrhyn Atoll,813,Penrhyn Atoll,,Cook Islands,Australasia,-9.0167,-158.0333
PYH,Cacique Aramare,388,Puerto Ayacucho,,Venezuela,South America,5.6,-67.5667
PYJ,Polyarny Airport,475,Polyarny,Far East Federal District,Russian Federation,Asia,66.3986,112.0314
PYK,Payam,632,Karaj,,Iran,Middle East,-35.7796,50.8227
PYL,Perry Sea Plane Base,1,Perry Island,Alaska,United States,North America,35.0333,-92.8167
PYM,Plymouth Airport,13,Plymouth,Massachusetts,United States,North America,41.9667,-70.6833
PYN,Payan Airport,327,Payan,,Colombia,South America,1.8167,-78.1333
PYO,Putumayo Airport,337,Putumayo,,Ecuador,South America,0.0833,-75.9
PYR,Andravida Airport,433,Pyrgos,,Greece,Europe,37.6833,21.4667
PYS,Skypark Airport,91,Paradise,California,United States,North America,39.7106,-120.6164
PYV,Yaviza Airport,162,Yaviza,,Panama,Central America,8.1667,-77.8333
PYX,Pattaya Airpark,782,Pattaya,,Thailand,Asia,12.95,100.8833
PYY,Pai Airport,782,Pai,,Thailand,Asia,19.3717,98.4367
PZA,Paz De Ariporo,327,Paz De Ariporo,,Colombia,South America,5.8778,-71.885
PZB,Pietermaritzburg,562,Pietermaritzburg,,South Africa,Africa,-29.6461,30.3994
PZC,Railway Station,493,Penzance,England,United Kingdom,Europe,50.1222,-5.5322
PZE,Penzance Heliport,493,Penzance,England,United Kingdom,Europe,50.1119,-5.5161
PZH,Zhob,764,Zhob,,Pakistan,Asia,31.3579,69.4641
PZI,Bao' angong,713,Panzhihua,,China,Asia,22,103
PZK,Pukapuka Island Airport,813,Pukapuka Island,,Cook Islands,Australasia,-10.8833,-165.8167
PZL,Zulu Inyala Airport,562,Phinda,,South Africa,Africa,-27.8667,32.3
PZO,Manuel Carlos Piar,388,Puerto Ordaz,,Venezuela,South America,8.305,-62.7344
PZS,Maquehue,324,Temuco,,Chile,South America,-38.7669,-72.6372
PZU,Port Sudan,583,Port Sudan,,Sudan,Africa,19.5778,37.2139
PZY,Piestany Airport,483,Piestany,,Slovakia,Europe,48.6333,17.8333
QAC,Off-Line Point,316,Castro,Parana,Brazil,South America,-24.75,-50
QAD,Off-Line Point,450,Pordenone,,Italy,Europe,45.95,12.65
QAE,Off-Line Point,500,Arzew,,Algeria,Africa,35.8333,-0.3833
QAG,Off-Line Point,500,El Ghazaouet,,Algeria,Africa,35.1,-1.85
QAH,Off-Line Point,316,Alcantara,Rio de Janeiro,Brazil,South America,-2.3333,-44.5
QAI,Off-Line Point,427,Aime,,France,Europe,58.8333,134.2
QAJ,Off-Line Point,678,Ajman City,,United Arab Emirates,Middle East,25.4167,55.5
QAK,Off-Line Point,316,Barbacena,Minas Gerais,Brazil,South America,-21.2333,-43.7667
QAL,Off-Line Point,450,Alessandria,,Italy,Europe,44.9,8.6167
QAM,Off-Line Point,427,Amiens,,France,Europe,49.9,2.2667
QAN,Off-Line Point,500,Nedroma,,Algeria,Africa,35.0167,-1.75
QAO,Off-Line Point,450,Agrigento,,Italy,Europe,37.3167,13.5667
QAP,Off-line Point,555,Apapa,,Nigeria,Africa,6,3
QAQ,L'Aquila Airport,450,L'Aquila,,Italy,Europe,42.3814,13.3092
QAR,Arnhem Bus Service,461,Arnhem,,Netherlands,Europe,52,5.8833
QAS,Off-Line Point,500,Ech Cheliff,,Algeria,Africa,36.1667,1.3333
QAT,Off-Line Point,555,Abeokuta,,Nigeria,Africa,7.1667,3.4333
QAU,Off-Line Point,316,Bebedouro,Sao Paulo,Brazil,South America,-21,-48.4167
QAV,Off-Line Point,316,Benjamin Constant,Amazonas,Brazil,South America,-4.6667,-70.25
QAW,Fort McClellan Bus Terminal,51,Anniston,Alabama,United States,North America,33.65,-85.8333
QAX,Off-Line Point,555,Aba,,Nigeria,Africa,5.1667,7.3167
QAY,Off-Line Point,473,Alba Iulia,,Romania,Europe,46.1333,23.65
QAZ,Railway Station,467,Zakopane,,Poland,Europe,49.2833,19.9
QBA,Off-Line Point,459,Budva,,Montenegro,Europe,42.2833,18.8333
QBB,Bonn Thomastrasse Bus St.,429,Cologne/Bonn,,Germany,Europe,50.7353,7.0872
QBC,Bella Coola Valley,906,Bella Coola,British Columbia,Canada,North America,52.3864,-126.5933
QBD,Off-Line Point,316,Barra Do Pirai,Rio de Janeiro,Brazil,South America,-22.5,-43.8333
QBE,Off-Line Point,802,Bega,New South Wales,Australia,Australasia,-36.6833,149.85
QBF,Vail Van Bus Station,82,Vail/Eagle,Colorado,United States,North America,39.6333,-106.3667
QBG,Off-Line Point,480,Pancevo,,Serbia,Europe,44.8667,20.65
QBH,Off-Line Point,427,Levallois,,France,Europe,48.8833,2.2667
QBI,Off-Line Point,455,Bitola,,Macedonia,Europe,41.0833,21.1667
QBJ,Off-Line Point,500,Bordj-Bou-Arreri,,Algeria,Africa,36.0667,4.75
QBK,Off-Line Point,316,Betim,Minas Gerais,Brazil,South America,-19.9667,-44.1167
QBL,Off-Line Point,538,Bani Walid,,Libya,Africa,31.6,13.8833
QBM,Off-Line Point,427,Bourg - St. Maurice,,France,Europe,45.5833,6.7667
QBN,Off-Line Point,316,Barra Mansa,Rio de Janeiro,Brazil,South America,-22.5833,-44.2
QBO,Railway Station,429,Bochum,,Germany,Europe,51.4667,7.2167
QBP,Off-Line Point,500,Ain Beida,,Algeria,Africa,35.8333,7.4833
QBQ,Off-Line Point,427,Besancon,,France,Europe,47.25,6.0333
QBR,Off-Line Point,632,Bandar Khomeini,,Iran,Middle East,30.4167,49.0333
QBS,Brescia,450,Brescia,,Italy,Europe,45.4767,103.2347
QBU,Off-Line Point,555,Bauchi,,Nigeria,Africa,10.3833,9.8333
QBV,Off-Line Point,450,Benevento,,Italy,Europe,41.1333,14.75
QBW,Off-Line Point,802,Batemans Bay,New South Wales,Australia,Australasia,-35.7333,150.1833
QBX,Off-Line Point,316,Sobral,Ceara,Brazil,South America,-3.8333,-40.3333
QBY,Off-Line Point,473,Bistrita Nasaud,,Romania,Europe,47.1333,24.5
QBZ,Off-Line Point,500,Bouira,,Algeria,Africa,36.3333,3.9833
QCA,Bus Service,670,Makkah,,Saudi Arabia,Middle East,21.5,39.9
QCB,Off-Line Point,736,Chiba,,Japan,Asia,35.5,140.3333
QCC,Off-Line Point,316,Camacari,Bahia,Brazil,South America,-12.6833,-38.3
QCD,Campo Bom Airport,316,Campo Bom,Rio Grande do Sul,Brazil,South America,-29.6789,-51.0533
QCE,Copper Mountain,82,Copper Mountain,Colorado,United States,North America,39.7722,-104.8833
QCF,Off-Line Point,316,Birigui,Sao Paulo,Brazil,South America,-21.3,-50.2667
QCG,Off-Line Point,316,Cataguases,Minas Gerais,Brazil,South America,-21.3833,-42.65
QCH,Off-Line Point,316,Colatina,Espirito Santo,Brazil,South America,-19.5333,-40.6167
QCJ,Off-Line Point,316,Botucatu,Sao Paulo,Brazil,South America,-22.9167,-48.5
QCK,Off-Line Point,316,Cabo Frio,Rio de Janeiro,Brazil,South America,-22.85,-42.05
QCL,Off-Line Point,450,Caltanissetta,,Italy,Europe,37.4833,14.0667
QCM,Off-Line Point,450,Como,,Italy,Europe,45.75,9.1667
QCN,Off-Line Point,316,Canela,Rio Grande do Sul,Brazil,South America,-10.25,-48.4167
QCO,Off-Line Point,219,Colon,,Cuba,Caribbean,22.7,-80.9
QCP,Off-Line Point,316,Currais Novos,Rio Grande do Norte,Brazil,South America,-6.2167,-36.5
QCQ,Off-Line Point,316,Caraguatatuba,Sao Paulo,Brazil,South America,-23.65,-45.4333
QCR,Off-Line Point,316,Curitibanos,Santa Catarina,Brazil,South America,-27.3,-50.6
QCS,Off-Line Point,450,Cosenza,,Italy,Europe,39.2833,16.25
QCT,Off-Line Point,555,Bacita,,Nigeria,Africa,9.0833,4.95
QCU,Heliport,975,Akunnaaq,,Greenland,North America,68.75,-52.3333
QCV,Off-Line Point,316,Guarulhos,Sao Paulo,Brazil,South America,-23.4628,-46.5333
QCW,Off-Line Point,11,Wilton,Connecticut,United States,North America,41.1833,-73.4333
QCX,Off-Line Point,316,Sao Caetano do Sul,Sao Paulo,Brazil,South America,-23.6167,-46.5667
QCY,RAF Station,493,Coningsby,England,United Kingdom,Europe,53.1167,-0.1667
QCZ,Off-Line Point,450,Catanzaro,,Italy,Europe,38.9,16.5833
QDA,Off-Line Point,316,Charqueada,Goias,Brazil,South America,-22.5097,-47.7781
QDB,Off-Line Point,316,Cachoeira do Sul,Rio Grande do Sul,Brazil,South America,-30.05,-52.8833
QDC,Off-Line Point,316,Dracena,Sao Paulo,Brazil,South America,-21.9833,-51.5
QDD,Off-Line Point,473,Botosani,,Romania,Europe,47.7,26.6833
QDE,Off-Line Point,316,Catanduva,Sao Paulo,Brazil,South America,-21.0833,-48.9667
QDF,Off-Line Point,316,Conselheiro Lafaiete,Minas Gerais,Brazil,South America,-20.6667,-43.8
QDG,Off-Line Point,467,Ostro Wielkopolski,,Poland,Europe,51.6,17.7333
QDH,Ashford International Rail Station,493,Ashford,England,United Kingdom,Europe,51.1333,0.8833
QDI,Dornbirn Bus Station,403,Hohenems/Dornbirn ,,Austria,Europe,47.4167,9.75
QDJ,Off-Line Point,500,Djelfa,,Algeria,Africa,34.6667,3.25
QDK,Greyhound Bus Service,54,Chattanooga,Tennessee,United States,North America,35.0333,-85.2
QDM,Off-Line Point,729,Shek Mun,,Hong Kong,Asia,22.4,114.25
QDN,Off-Line Point,802,Eden,New South Wales,Australia,Australasia,-37.05,149.9167
QDO,Off-Line Point,316,Icoaraci,Para,Brazil,South America,-1.3,-48.4667
QDP,Off-Line Point,316,Dom Pedrito,Rio Grande do Sul,Brazil,South America,-31,-54.6667
QDQ,Off-Line Point,316,Duque De Caxias,Rio de Janeiro,Brazil,South America,-22.75,-43.3167
QDR,Off-Line Point,676,Deraa,,Syria,Middle East,32.6253,36.1061
QDS,Off-Line Point,316,Itajuba,Minas Gerais,Brazil,South America,-22.4,-45.5
QDT,Off-Line Point,500,Sedrata,,Algeria,Africa,36.1167,7.5167
QDU,Duesseldorf-Main Rr,429,Duesseldorf-Main Rr,,Germany,Europe,51.3167,6.8333
QDV,Off-Line Point,316,Jundiai,Sao Paulo,Brazil,South America,-24.5,-47
QDW,Off-Line Point,316,Diadema,Sao Paulo,Brazil,South America,-23.6861,-46.6228
QDX,Off-Line Point,591,Damietta,,Egypt,Africa,31.4,31.8
QDY,Off-Line Point,778,Andong,,South Korea,Asia,36.6667,128.7167
QDZ,Off-Line Point,500,Saida,,Algeria,Africa,34.8333,0.1833
QEA,Off-Line Point,450,Teramo,,Italy,Europe,42.65,13.7
QEB,Off-Line Point,736,Maebashi,,Japan,Asia,36.3833,139.0667
QED,Off-Line Point,500,Medea,,Algeria,Africa,36.2,2.8333
QEE,Off-Line Point,844,Ebeye,,Marshall Islands,Australasia,8.75,167.8167
QEF,OFF-LINE POINT,429,Egelsbach,,Germany,Europe,49.9667,8.65
QEG,Off-Line Point,469,Ribeira Grande,,Portugal,Europe,37.5667,-25.5333
QEH,Off-Line Point,500,El Hadjar,,Algeria,Africa,36.8,7.75
QEI,Off-Line Point,429,Crailsheim,,Germany,Europe,49.1333,10.0833
QEK,Off-Line Point,591,El Mahalla el Kubra,,Egypt,Africa,31,31
QEL,Off-Line Point,802,Wellington,New South Wales,Australia,Australasia,-32.5833,148.9833
QEO,Off-Line Point,467,Bielsko-Baila,,Poland,Europe,49.8333,19.0333
QEP,Off-Line Point,467,Tarnobrzeg,,Poland,Europe,50.5833,21.6833
QEQ,Railway Station,486,Embrach/Rorbas,,Switzerland,Europe,47.5,8.6
QET,Off-Line Point,778,Daedeok,,South Korea,Asia,33.3167,126.25
QEU,Off-Line Point,316,Parnamirim,Rio Grande do Norte,Brazil,South America,-8.0833,-39.5667
QEV,Off-Line Point,427,Courbevoie,,France,Europe,48.9,2.25
QEW,Railway Station,493,Leicester,England,United Kingdom,Europe,52.6333,-1.1333
QEX,Off-Line Point,429,Emmerich,,Germany,Europe,51.8333,6.2333
QEY,Off-Line Point,975,Qeqertarsuatsiaat,,Greenland,North America,63.0833,-50.6667
QEZ,Off-Line Point,450,Pomezia,,Italy,Europe,41.6667,12.4833
QFA,Off-Line Point,461,Aalsmeer,,Netherlands,Europe,52.2667,4.75
QFB,Off-Line Point,429,Freiburg,,Germany,Europe,53.8167,9.2667
QFC,Off-Line Point,427,Creteil,,France,Europe,49,3
QFD,Off-Line Point,500,Boufarik,,Algeria,Africa,36.5667,2.9667
QFE,Off-Line Point,34,Fort Benning,Georgia,United States,North America,32.3333,-84.9667
QFF,Off-Line Point,21,Brooklyn,New Jersey,United States,North America,41.7333,-92.45
QFG,Heliport,975,Eqalugaarsuit,,Greenland,North America,60.6167,-45.9167
QFH,Frederikshavn Bus Service,419,Frederikshavn,,Denmark,Europe,57.4667,10.5167
QFI,Heliport,975,Iginniarfik,,Greenland,North America,68.1667,-53.25
QFJ,Off-Line Point,975,Alluitsup Paa,,Greenland,North America,60.5,-40.5833
QFK,Selje,465,Selje,,Norway,Europe,62.05,5.3667
QFL,Off-Line Point,429,Freilassing,,Germany,Europe,49.2361,6.9861
QFN,Heliport,975,Narsaq Kujalleq,,Greenland,North America,60.0167,-44.5167
QFO,OFF LINE POINT,493,Duxford,England,United Kingdom,Europe,52.0833,0.15
QFQ,Maloy,465,Maloy,,Norway,Europe,61.9333,5.1167
QFR,Off-Line Point,450,Frosinone,,Italy,Europe,41,13
QFS,Off-Line Point,316,Sao Francisco do Sul,Santa Catarina,Brazil,South America,-11.75,-43.3333
QFU,Off-Line Point,482,Corralejo,,Spain,Europe,28.7167,-13.8833
QFV,Bergen Rail Station,465,Bergen,,Norway,Europe,60.3333,5.3333
QFW,Off-Line Point,23,Fort Washington,Pennsylvania,United States,North America,40.15,-75.2167
QFX,Heliport,975,Igaliku,,Greenland,North America,60.9667,-45.4667
QFY,Off-Line Point,736,Fukuyama,,Japan,Asia,34.5833,133.3333
QFZ,Saubruchen Hbf Rr,429,Saubruchen,,Germany,Europe,49.2167,7.1194
QGA,Off-Line Point,316,Guaira,Parana,Brazil,South America,-24.0833,-54.1667
QGB,Off-Line Point,316,Limeira,Parana,Brazil,South America,-22.5833,-47.4667
QGC,Off-Line Point,316,Lencois Paulista,Sao Paulo,Brazil,South America,-12.6,-41.4
QGD,Off-Line Point,316,Monte Alegre,Para,Brazil,South America,-2,-54
QGE,Off-Line Point,500,Guelma,,Algeria,Africa,36.4167,7.4833
QGF,Off-Line Point,316,Montenegro,Rio Grande do Sul,Brazil,South America,-29.65,-51.4833
QGI,Off-line Point,316,Ilha Do Governador,Rio de Janeiro,Brazil,South America,-22.8058,-43.2103
QGJ,Off-Line Point,316,Nova Friburgo,Rio de Janeiro,Brazil,South America,-22.2667,-42.5
QGK,Off-Line Point,316,Palmares,Pernambuco,Brazil,South America,-10.3667,-67.7167
QGL,Railway Station,486,Saint Gallen,,Switzerland,Europe,47.4333,9.3667
QGM,Off-Line Point,500,Chelghoum Laid,,Algeria,Africa,36.1667,6.1667
QGN,Tarragona/Camp Rail Station,482,Tarragona,,Spain,Europe,41.1919,1.2728
QGO,Off-Line Point,450,Gorizia,,Italy,Europe,45.9333,13.6167
QGP,Off-Line Point,316,Garanhuns,Pernambuco,Brazil,South America,-8.8333,-36.5
QGQ,Attu Heliport,975,Attu,,Greenland,North America,68,-53.5833
QGR,Off-Line Point,975,Kangerluk,,Greenland,North America,69.5,-54
QGS,Off-Line Point,316,Alagoinhas,Bahia,Brazil,South America,-12.1167,-38.3333
QGT,Off-Line Point,736,Moriguchi,,Japan,Asia,34.7333,135.5667
QGU,Off-Line Point,736,Gifu,,Japan,Asia,35.6667,137
QGV,NEU ISENBURG AIRPORT,429,Neu Isenburg,,Germany,Europe,50.05,8.6833
QGW,Off-Line Point,429,Neustadt-Glewe,,Germany,Europe,53.3833,11.5833
QGX,Off-Line Point,591,Girga,,Egypt,Africa,37.1167,-2.55
QGY,Off Line Point,437,Gyor,,Hungary,Europe,47.6833,17.6667
QGZ,Off-Line Point,736,Yokkaichi,,Japan,Asia,34.9167,136.6333
QHA,Off-Line Point,409,Hasselt,,Belgium,Europe,50.9333,5.35
QHB,Off-Line Point,316,Piracicaba,Sao Paulo,Brazil,South America,-22.75,-47.6667
QHC,Rolandia Off-Line Point,316,Rolandia,Parana,Brazil,South America,-23.3,-51.3833
QHD,Hahnweide Railway Service,429,Hahnweide,,Germany,Europe,49.4167,8.7167
QHE,Off-Line Point,316,Sao Bento do Sul,Santa Catarina,Brazil,South America,-26.25,-49.3833
QHF,Off-Line Point,316,Sao Sebastiao do Cai,Rio Grande do Sul,Brazil,South America,-23.8833,-45.2833
QHG,Off-Line Point,316,Sete Lagoas,Minas Gerais,Brazil,South America,-19.45,-44.2667
QHI,Off-Line Point,782,Chon Buri,,Thailand,Asia,13.35,101.0167
QHJ,Hjoerring  Z4 Bus Service,419,Hjoerring,,Denmark,Europe,57.4833,9.9833
QHK,Off-Line Point,632,Shahrkord,,Iran,Middle East,33.6333,60.2667
QHL,Off-Line Point,316,Castanhal,Para,Brazil,South America,-1.3,-47.9167
QHM,Hamah Off line Point,676,Hamah,,Syria,Middle East,35.1333,36.0806
QHN,Off-Line Point,316,Taguatinga,Goias,Brazil,South America,-12.2667,-42.4333
QHO,Off-Line Point,41,Oak Brook,Illinois,United States,North America,41.8167,-87.9167
QHP,Off-Line Point,316,Taubate,Sao Paulo,Brazil,South America,-23,-45.6
QHQ,Off-Line Point,429,Cham,,Germany,Europe,49.2167,12.65
QHR,Off-Line Point,522,Harar,,Ethiopia,Africa,9.3333,42.1667
QHS,Off-Line Point,676,Homs,,Syria,Middle East,34.6667,36.75
QHT,Off-Line Point,316,Teresopolis,Rio de Janeiro,Brazil,South America,-22.4333,-42.9833
QHU,Off-Line Point,429,Husum,,Germany,Europe,54.4667,9.0667
QHV,Off-Line Point,316,Novo Hamburgo,Rio Grande do Sul,Brazil,South America,-29.6167,-51.1167
QHW,Off-Line Point,21,Brooklyn,New Jersey,United States,North America,41,-91
QHX,Railway Station,713,Qionghai,,China,Asia,19.2417,110.4864
QHY,Off-Line Point,736,Hachioji,,Japan,Asia,35.6667,139.3333
QHZ,Off-Line Point,461,Hoofddorp,,Netherlands,Europe,52.3,4.6833
QIA,Off-Line Point,316,Itauna,Minas Gerais,Brazil,South America,-20.0667,-44.5667
QIB,Off-Line Point,316,Ibiruba,Rio Grande do Sul,Brazil,South America,-28.6275,-53.0897
QIC,Off-Line Point,450,Siracusa,,Italy,Europe,37.0667,15.2833
QID,Off-Line Point,316,Tres Coracoes,Minas Gerais,Brazil,South America,-21.7333,-45.25
QIE,Off-Line Point,427,Istres,,France,Europe,43.5167,4.9833
QIF,Off-Line Point,493,Isleworth,England,United Kingdom,Europe,51.4667,-0.3333
QIG,Off-Line Point,316,Iguatu,Ceara,Brazil,South America,-6.3333,-39.3
QIH,Off-Line Point,316,Tres Rios,Rio de Janeiro,Brazil,South America,-22.1,-43.25
QII,Off-Line Point,429,Lindau,,Germany,Europe,47.55,9.7
QIJ,Railway Station,482,Gijon,,Spain,Europe,43.5333,-5.7
QIK,Off-Line Point,555,Ikoyi,,Nigeria,Africa,6.45,3.4333
QIL,Off-Line Point,500,Sig,,Algeria,Africa,35.5333,-0.2
QIM,Off-Line Point,500,Ain Mlila,,Algeria,Africa,36.0333,6.5833
QIN,Off-Line Point,679,Mersin,,Turkey,Europe,36.85,34.6
QIO,Off-Line Point,500,Ain Temouchent,,Algeria,Africa,35.2667,-1.1333
QIP,Off-Line Point,429,Simbach,,Germany,Europe,48.5667,12.75
QIQ,Off-Line Point,316,Rio Claro,Sao Paulo,Brazil,South America,-22.3167,-47.5833
QIR,Off-Line Point,639,Irbid,,Jordan,Middle East,32.4167,35.8
QIS,Off-Line Point,736,Mito,,Japan,Asia,36.3333,140.5
QIT,Off-Line Point,316,Itapetinga,Bahia,Brazil,South America,-15.25,-40.25
QIU,Off-Line Point,482,Ciudadela,,Spain,Europe,40,3.8333
QIV,Off-Line Point,591,Ismailia,,Egypt,Africa,30.6167,32.3
QIW,Off-Line Point,678,Umm Alquwain,,United Arab Emirates,Middle East,25.5333,55.5833
QIX,Off-Line Point,316,Quixada,Ceara,Brazil,South America,-4.9167,-39
QIZ,Off-Line Point,588,Bizerte,,Tunisia,Africa,37.25,9.8333
QJA,Off-Line Point,316,Jaragua do Sul,Santa Catarina,Brazil,South America,-26.4833,-49.0667
QJB,Jubail,670,Jubail,,Saudi Arabia,Middle East,27.0458,49.4003
