code,name,wac,city,state,country,globalregion,latitude,longitude
AOY,Asaloyeh Airport,632,Asaloyeh,,Iran,Middle East,27.4667,52.6167
APA,Centennial,82,Denver,Colorado,United States,North America,39.5728,-104.8478
APB,Apolo Airport,312,Apolo,,Bolivia,South America,-14.7167,-68.5167
APC,Napa County,91,Napa,California,United States,North America,38.2122,-122.28
APE,San Juan Aposento Airport,368,San Juan Aposento,,Peru,South America,-11.9333,-69.0833
APF,Naples Municipal,33,Naples,Florida,United States,North America,26.1528,-81.7753
APG,Phillips Aaf,35,Aberdeen,Maryland,United States,North America,39.4661,-76.17
APH,Camp A P Hill,38,Bowling Green,Virginia,United States,North America,38.05,-77.35
API,Luis F. Gomez Nino AB,327,Apiay,,Colombia,South America,4.0689,-73.0519
APK,Apataki,823,Apataki,,French Polynesia,Australasia,-15.5741,-146.4145
APL,Nampula,550,Nampula,,Mozambique,Africa,-15.1017,39.2872
APN,Alpena County Regional,43,Alpena,Michigan,United States,North America,45.0817,-83.5558
APO,Carepa-A.R. Betancourt,327,Apartado,,Colombia,South America,7.0333,-77.2
APP,Asapa,804,Asapa,,Papua New Guinea,Australasia,-8.9833,148.1333
APQ,Arapiraca,316,Arapiraca,Alagoas,Brazil,South America,-9.75,-36.65
APR,April River,804,April River,,Papua New Guinea,Australasia,-4.7,142.5333
APS,Anapolis,316,Anapolis,Goias,Brazil,South America,-16.3333,-48.9667
APT,Marion County Airport,54,Jasper,Tennessee,United States,North America,35.0667,-85.5
APU,Captain Joao Busse,316,Apucarana,Parana,Brazil,South America,-23.55,-51.4833
APV,Apple Valley,91,Apple Valley,California,United States,North America,34.5264,-117.2128
APW,Faleolo Intl,892,Apia,,Western Samoa,Australasia,-13.8333,-172
APX,Alberto Bertelli,316,Arapongas,Parana,Brazil,South America,-23.3833,-51.95
APY,Alto Parnaiba Airport,316,Alto Parnaiba,Maranhao,Brazil,South America,-9.1333,-45.9333
APZ,Zapala,303,Zapala,Neuquen,Argentina,South America,-38.9167,-70.0833
AQA,Bartolomeu de Gusmao,316,Araraquara,Sao Paulo,Brazil,South America,-21.7833,-48.1667
AQB,Quiche,127,Quiche,,Guatemala,Central America,15.0122,-91.1505
AQG,Tianzhushan,713,Anqing,,China,Asia,30.5167,117.0333
AQI,Hafar al Batin Airport,670,Qaisumah,,Saudi Arabia,Middle East,28.3281,46.1306
AQJ,King Hussein International,639,Aqaba,,Jordan,Middle East,29.6125,35.0194
AQL,Bus Station,482,Almeria,,Spain,Europe,36.8353,-2.455
AQM,Ariquemes Airport,316,Ariquemes,Rondonia,Brazil,South America,-9.9333,-63.0667
AQP,Rodriguez Ballon Intl,368,Arequipa,,Peru,South America,-16.3378,-71.555
AQS,Saqani Airport,821,Saqani,,Fiji,Australasia,-17,170.9
AQY,Girdwood,1,Girdwood,Alaska,United States,North America,60.9667,-149.1167
ARA,Acadiana Regional,72,New Iberia,Louisiana,United States,North America,30.0375,-91.8839
ARB,Ann Arbor Municipal Airport,43,Ann Arbor,Michigan,United States,North America,42.3,-83.75
ARC,Arctic Village,1,Arctic Village,Alaska,United States,North America,68.1375,-145.5244
ARD,Mali,732,Alor,,Indonesia,Asia,-8.1313,124.5979
ARE,Antonio Juarbe Pol,3,Arecibo,Puerto Rico,United States,North America,18.4503,-66.6758
ARF,Acaricuara Airport,327,Acaricuara,,Colombia,South America,0.5333,-70.1333
ARG,Walnut Ridge Regional,71,Walnut Ridge,Arkansas,United States,North America,36.0667,-90.95
ARH,Talagi,475,Arkhangelsk ,Northwestern Federal District,Russian Federation,Europe,64.5667,40.5333
ARI,Chacalluta,324,Arica,,Chile,South America,-18.3331,-70.3381
ARJ,Arso Airport,732,Arso,,Indonesia,Asia,-2.9333,140.7833
ARK,Arusha,585,Arusha,,Tanzania,Africa,-3.3642,36.6247
ARL,Arly,593,Arly,,Burkina Faso,Africa,11.5833,1.25
ARM,Armidale,802,Armidale,New South Wales,Australia,Australasia,-30.5283,151.6233
ARN,Arlanda,484,Stockholm-Arlanda,,Sweden,Europe,59.6619,17.9339
ARO,Arboletes,327,Arboletes,,Colombia,South America,8.8667,-76.4333
ARP,Aragip,804,Aragip,,Papua New Guinea,Australasia,-9.8706,149.4836
ARQ,El Troncal,327,Arauquita,,Colombia,South America,7.0331,-71.4317
ARR,Alto Rio Senguer,303,Alto Rio Senguer,Chubut,Argentina,South America,-45.1667,-71
ARS,Aragarcas,316,Aragarcas,Goias,Brazil,South America,-15.9,-52.2333
ART,Watertown Municipal,22,Watertown,New York,United States,North America,43.9908,-76.0214
ARU,Dario Guarita,316,Aracatuba,Sao Paulo,Brazil,South America,-21.1436,-50.4261
ARV,Lakeland,45,Minocqua/Woodruff,Wisconsin,United States,North America,45.9242,-89.7322
ARW,Arad,473,Arad,,Romania,Europe,46.1833,21.2667
ARX,Asbury Park,21,Asbury Pk/Monmouth C,New Jersey,United States,North America,40.2167,-74.1
ARY,Ararat Airport,802,Ararat,Victoria,Australia,Australasia,-37.3167,143
ARZ,N'zeto Airport,502,N'zeto,,Angola,Africa,-7.5,13.5
ASA,Assab International,523,Assab,,Eritrea,Africa,13.07,42.6383
ASB,Ashgabat International,785,Ashgabat,,Turkmenistan,Asia,37.9817,58.3608
ASC,Ascension,312,Ascension,,Bolivia,South America,-15.9167,-63.15
ASD,Andros Town International,204,Andros Town,,Bahamas,Caribbean,24.6978,-77.7961
ASE,Pitkin County,82,Aspen,Colorado,United States,North America,39.2242,-106.8689
ASF,Astrakhan,475,Astrakhan,Southern Federal District,Russian Federation,Europe,46.35,48.05
ASG,Ashburton Airport,851,Ashburton,,New Zealand,Australasia,-43.9,171.7833
ASH,Boire Field,14,Nashua,New Hampshire,United States,North America,42.7789,-71.5094
ASI,RAF Station,580,Ascension Island,,Saint Helena,Africa,-7.9703,-14.3936
ASJ,Amami,736,Amami,,Japan,Asia,28.4169,129.6975
ASK,Yamoussoukro,533,Yamoussoukro,,Ivory Coast (Cote d'Ivoire),Africa,6.9056,-5.3642
ASL,Harrison County,74,Marshall,Texas,United States,North America,32.5217,-94.3081
ASM,Asmara International,523,Asmara,,Eritrea,Africa,15.2911,38.9103
ASN,Talladega Municipal,51,Talladega,Alabama,United States,North America,33.5697,-86.0508
ASO,Asosa,522,Asosa,,Ethiopia,Africa,10.0472,34.5367
ASP,Alice Springs Airport,802,Alice Springs,Northern Territory,Australia,Australasia,-23.8033,133.8842
ASQ,Austin Airport,85,Austin,Nevada,United States,North America,39.4667,-117.1667
ASR,Erkilet,679,Kayseri,,Turkey,Europe,38.7042,35.5097
ASS,Arathusa Safari Lodge,562,Arathusa Safari Lodge,,South Africa,Africa,-24.7406,31.5181
AST,Regional,92,Astoria,Oregon,United States,North America,46.1597,-123.88
ASU,Silvio Pettirossi Intl,365,Asuncion,,Paraguay,South America,-25.2392,-57.5192
ASV,Amboseli,535,Amboseli,,Kenya,Africa,-2.6333,37.25
ASW,International,591,Aswan,,Egypt,Africa,23.965,32.8217
ASX,John F. Kennedy Mem.,45,Ashland,Wisconsin,United States,North America,46.55,-90.9167
ASY,Ashley Municipal,66,Ashley,North Dakota,United States,North America,46.0333,-99.3667
ASZ,Asirim Airport,804,Asirim,,Papua New Guinea,Australasia,-5.8667,150.3667
ATA,German Arias Graziani,368,Huaraz,,Peru,South America,-9.3472,-77.6
ATB,Atbara,583,Atbara,,Sudan,Africa,17.7167,34.0167
ATC,Arthur's Town,204,Arthur's Town,,Bahamas,Caribbean,24.6286,-75.6714
ATD,Atoifi,874,Atoifi,,Solomon Islands,Australasia,-8.8667,161.0333
ATE,Antlers Municipal,73,Antlers,Oklahoma,United States,North America,34.1928,-95.6497
ATF,Chachoan Airport,337,Ambato,,Ecuador,South America,-1.0833,-78.7
ATG,Minhas Airport,764,Attock,,Pakistan,Asia,33.9,72.25
ATH,Eleftherios Venizelos Airport,433,Athens,,Greece,Europe,37.9364,23.9444
ATI,Artigas Airport,385,Artigas,,Uruguay,South America,-30.4,-56.5083
ATJ,Antsirabe Airport,541,Antsirabe,,Madagascar,Africa,-19.85,47.0167
ATK,E.Burnell Sr Memorial,1,Atqasuk,Alaska,United States,North America,70.4681,-157.3944
ATL,Hartsfield-Jackson ATL,34,Atlanta,Georgia,United States,North America,33.6408,-84.4272
ATM,Altamira,316,Altamira,Para,Brazil,South America,-3.2,-52.2167
ATN,Namatanai,804,Namatanai,,Papua New Guinea,Australasia,-3.6714,152.4364
ATO,Ohio University,44,"Athens, Oh",Ohio,United States,North America,39.2108,-82.231
ATP,Aitape Airstrip,804,Aitape,,Papua New Guinea,Australasia,-3.1333,142.35
ATQ,Sri Guru Ram Dass Jee,733,Amritsar,,India,Asia,31.7069,74.7972
ATR,Atar International,545,Atar,,Mauritania,Africa,20.4994,-13.0464
ATS,Municipal,86,Artesia,New Mexico,United States,North America,32.8483,-104.4669
ATT,Atmautluak,1,Atmautluak,Alaska,United States,North America,60.8597,-162.2789
ATU,Casco Cove CGS,1,Attu Island,Alaska,United States,North America,52.8258,173.1728
ATV,Ati Airport,511,Ati,,Chad,Africa,13.2422,18.3075
ATW,Outagamie County Regional,45,Appleton,Wisconsin,United States,North America,44.2578,-88.52
ATX,Atbasar Airport,738,Atbasar,,Kazakhstan,Asia,51.8833,68.4
ATY,Watertown Regional,67,Watertown,South Dakota,United States,North America,44.9089,-97.1542
ATZ,Asyut,591,Asyut,,Egypt,Africa,27.05,31.0167
AUA,Reina Beatrix,277,Aruba,,Aruba,Caribbean,12.5022,-70.0139
AUB,Augsburg Bus Station,429,Munich,,Germany,Europe,48.4017,10.8769
AUC,Santiago Perez Quiroz,327,Arauca,,Colombia,South America,7.0717,-70.7425
AUD,Augustus Downs,802,Augustus Downs,Queensland,Australia,Australasia,-18.5069,139.8817
AUE,Abu Rudeis Airport,591,Abu Rudeis,,Egypt,Africa,28.9,33.1833
AUF,Aeroport Auxerre Branches,427,Auxerre,,France,Europe,47.85,3.5
AUG,Augusta State,12,Augusta,Maine,United States,North America,44.3181,-69.7967
AUH,Abu Dhabi Intl,678,Abu Dhabi,,United Arab Emirates,Middle East,24.4331,54.6489
AUI,Aua Island Airport,804,Aua Island,,Papua New Guinea,Australasia,-1.4583,143.075
AUJ,Ambunti,804,Ambunti,,Papua New Guinea,Australasia,-4.25,142.85
AUK,Alakanuk,1,Alakanuk,Alaska,United States,North America,62.6892,-164.6108
AUL,Aur,844,Aur,,Marshall Islands,Australasia,8.1333,171.1667
AUM,Austin Municipal,63,Austin,Minnesota,United States,North America,43.6644,-92.9339
AUN,Auburn Municipal,91,Auburn,California,United States,North America,38.9,-121.0667
AUO,Auburn-Opelika Airport,51,Auburn,Alabama,United States,North America,32.6333,-85.5
AUP,Agaun,804,Agaun,,Papua New Guinea,Australasia,-9.9167,149.3333
AUQ,Atuona,823,Hiva Oa,,French Polynesia,Australasia,-9.7667,-139.0167
AUR,Aurillac,427,Aurillac,,France,Europe,44.8975,2.4181
AUS,Austin-Bergstrom International Airport,74,Austin,Texas,United States,North America,30.1945,-97.6699
AUT,Atauro,862,Atauro,,East Timor,Australasia,-8,125.675
AUU,Aurukun,802,Aurukun,Queensland,Australia,Australasia,-13.35,141.7167
AUV,Aumo Airport,804,Aumo,,Papua New Guinea,Australasia,-5.7166,148.4333
AUW,Downtown Apt,45,Wausau,Wisconsin,United States,North America,44.9233,-89.6231
AUX,Araguaina,316,Araguaina,Tocantins,Brazil,South America,-7.2,-48.2
AUY,Anatom Island,885,Anatom Island,,Vanuatu,Australasia,-20.2533,169.7614
AUZ,Aurora,41,Aurora,Illinois,United States,North America,41.7667,-88.3167
AVA,Huangguoshu,713,Anshun,,China,Asia,26.2572,105.8728
AVB,Aviano Ab,450,Aviano,,Italy,Europe,46.0319,12.5972
AVF,Off-line Point,427,Avoriaz,,France,Europe,46.2,6.7667
AVG,Auvergne Station,802,Auvergne Station,Northern Territory,Australia,Australasia,-15.75,129.9167
AVI,Maximo Gomez,219,Ciego De Avila,,Cuba,Caribbean,22.025,-78.7914
AVJ,Avila Bus Station,482,Avila,,Spain,Europe,40.6572,-4.6889
AVK,Arvaikheer Airport,751,Arvaikheer,,Mongolia,Asia,46.1667,102.4667
AVL,Asheville Regional,36,Asheville,North Carolina,United States,North America,35.435,-82.5411
AVN,Caumont,427,Avignon,,France,Europe,43.9,4.9
AVO,Avon Park Municipal,33,Avon Park,Florida,United States,North America,27.5925,-81.5269
AVP,Wilkes-Barre/Scranton International Airport,23,Wilkes-Barre/Scranton,Pennsylvania,United States,North America,41.3392,-75.7258
AVS,Railway Station,482,Avila,,Spain,Europe,40.6569,-4.6833
AVU,Avu Avu,874,Avu Avu,,Solomon Islands,Australasia,-9.85,160.4167
AVV,Avalon,802,Melbourne,Victoria,Australia,Australasia,-38.0408,144.4681
AVW,Marana Regional Airport,81,Tucson,Arizona,United States,North America,32.4167,-111.2167
AVX,Avalon Bay Airport,91,Catalina Island,California,United States,North America,33.3417,-118.3153
AWA,Awasa Airport,522,Awasa,,Ethiopia,Africa,7.0611,38.4875
AWB,Awaba,804,Awaba,,Papua New Guinea,Australasia,-8.0167,142.75
AWD,Aniwa Island,885,Aniwa Island,,Vanuatu,Australasia,-19.2833,169.5833
AWE,Alowe,526,Alowe,,Gabon,Africa,-0.75,9.45
AWH,Awareh Airport,522,Awareh,,Ethiopia,Africa,8.2667,44.1833
AWK,Wake Island,888,Wake Island,,United States Minor Outlying Islands,Australasia,19.28,166.6403
AWM,West Memphis Municipal Airport,71,West Memphis,Arkansas,United States,North America,35.1333,-90.1833
AWN,Alton Downs Airport,802,Alton Downs,South Australia,Australia,Australasia,-26.25,138.6667
AWP,Austral Downs Station,802,Austral Downs Station,Northern Territory,Australia,Australasia,-20.5,137.75
AWR,Awar Airport,804,Awar,,Papua New Guinea,Australasia,-4.1242,144.8703
AWZ,Ahwaz,632,"Ahwaz, Iran",,Iran,Middle East,31.3378,48.7597
AXA,Clayton J. Lloyd International,202,Anguilla,,Anguilla,Caribbean,18.2103,-63.0575
AXB,"Alexandria Bay, Ny",22,"Alexandria Bay, Ny",New York,United States,North America,44.25,-75.9
AXC,Aramac,802,Aramac,Queensland,Australia,Australasia,-22.9581,145.2425
AXD,Dimokritos,433,Alexandroupolis,,Greece,Europe,40.855833,25.956389
AXE,Joao Winckler,316,Xanxere,Santa Catarina,Brazil,South America,-26.8833,-52.3833
AXF,Alxa Left Banner,713,Alxa Left Banner,,China,Asia,38.7478,105.5836
AXG,Algona Airport,61,Algona,Iowa,United States,North America,43.0667,-94.2333
AXJ,Amakusa,736,Amakusa,,Japan,Asia,32.4822,130.1589
AXK,"Ataq, Yemen",694,"Ataq, Yemen",,Yemen,Middle East,14.5511,46.8261
AXL,Alexandria Station,802,Alexandria Station,Northern Territory,Australia,Australasia,-19.0833,136.6666
AXM,El Eden International,327,Armenia,,Colombia,South America,4.4564,-75.7681
AXN,Chandler Field,63,Alexandria,Minnesota,United States,North America,45.8672,-95.3942
AXP,Spring Point,204,Spring Point,,Bahamas,Caribbean,22.45,-73.9667
AXR,Arutua,823,Arutua,,French Polynesia,Australasia,-15.35,-146.6667
AXS,Quartz Mountain Regional,73,Altus,Oklahoma,United States,North America,34.6967,-99.3381
AXT,Akita,736,Akita,,Japan,Asia,39.6157,140.217
AXU,Axum,522,Axum,,Ethiopia,Africa,14.1208,38.7167
AXV,Neil Armstrong Airport,44,Wapakoneta,Ohio,United States,North America,40.5667,-84.2
AXX,Angel Fire Airport,86,Angel Fire,New Mexico,United States,North America,36.4167,-105.2833
AYA,El Cebruno Airport,327,Ayapel,,Colombia,South America,8.3167,-75.15
AYC,La Gloria Airport,327,Ayacucho,,Colombia,South America,8.6,-73.6167
AYD,Alroy Downs,802,Alroy Downs,Northern Territory,Australia,Australasia,-19.3,135.95
AYE,Army Air Field Heliport,13,Fort Devens,Massachusetts,United States,North America,42.55,-71.6
AYG,Yaguara II,327,Yaguara II,,Colombia,South America,2.6667,-75.5167
AYH,Royal Air Force Station,493,Alconbury,England,United Kingdom,Europe,52.3667,-1.05
AYI,Yari Airport,327,Yari,,Colombia,South America,-0.3333,-72.3333
AYK,Arkalyk Airport,738,Arkalyk,,Kazakhstan,Asia,50.3167,66.9667
AYL,Anthony Lagoon,802,Anthony Lagoon,Northern Territory,Australia,Australasia,-18.0167,135.55
AYM,Yas Island SPB,678,Abu Dhabi,,United Arab Emirates,Middle East,24.4539,54.6017
AYN,Anyang Airport,713,Anyang,,China,Asia,36.1,114.35
AYO,Juan de Ayolas Airport,365,Ayolas,,Paraguay,South America,-27.3667,-56.85
AYP,Alfredo M. Duarte,368,Ayacucho,,Peru,South America,-13.1333,-74.2
AYQ,Connellan,802,Ayers Rock,Northern Territory,Australia,Australasia,-25.3361,131.0467
AYR,Ayr,802,Ayr,Queensland,Australia,Australasia,-19.5967,147.3244
AYS,Ware County,34,Waycross,Georgia,United States,North America,31.2492,-82.3956
AYT,Antalya,679,Antalya,,Turkey,Europe,36.9056,30.7906
AYU,Aiyura Airport,804,Aiyura,,Papua New Guinea,Australasia,-6.3333,145.9
AYW,Ayawasi,732,Ayawasi,,Indonesia,Asia,-1.1417,132.4783
AYY,Arugam Bay SPB,711,Pottuvil,,Sri Lanka,Asia,6.855,81.8311
AYZ,Zahns Airport,22,Amityville,New York,United States,North America,40.6667,-73.4167
AZA,Mesa Gateway Airport,81,Phoenix,Arizona,United States,North America,33.3078,-111.6554
AZB,Amazon Bay,804,Amazon Bay,,Papua New Guinea,Australasia,-10.3,149.3333
AZD,Shahid Sadooghi,632,Yazd,,Iran,Middle East,31.8978,54.2817
AZG,Pablo L. Sidar,148,Apatzingan,,Mexico,North America,19.0681,-102.3528
AZI,Bateen Airport,678,Abu Dhabi,,United Arab Emirates,Middle East,24.4192,54.4517
AZL,Fazenda Tucunare Airport,316,Mato Grosso,Mato Grosso,Brazil,South America,-13.4725,-58.8508
AZM,Bus Station,747,Macau,,Macau,Asia,22.1972,114.5406
AZN,Andizhan,788,Andizhan,,Uzbekistan,Asia,40.7333,72.3
AZO,Kalamazoo/Battle Creek International,43,Kalamazoo/Battle Creek,Michigan,United States,North America,42.2364,-85.5536
AZP,Atizapan-Jimenez Cantu Airport,148,Mexico City,,Mexico,North America,19.4167,-99.1
AZR,Touat,500,Adrar,,Algeria,Africa,27.8833,-0.2833
AZS,EL Catey Intl,224,Samana,,Dominican Republic,Caribbean,19.2706,-69.7369
AZT,Zapatoca Airport,327,Zapatoca,,Colombia,South America,6.8667,-73.25
AZZ,Ambriz,502,Ambriz,,Angola,Africa,-7.8833,13.15
BAA,Bialla,804,Bialla,,Papua New Guinea,Australasia,-5.3167,151.0333
BAB,Beale Air Force Base,91,Marysville,California,United States,North America,39.15,-121.5833
BAC,Guadalito Airport,327,Barranca De Upia,,Colombia,South America,4.5833,-72.9667
BAD,Barksdale Air Force Base,72,Shreveport,Louisiana,United States,North America,32.5,-93.6667
BAE,St-Pons,427,Barcelonnette,,France,Europe,44.3833,6.6333
BAF,Barnes Municipal,13,Westfield,Massachusetts,United States,North America,42.16,-72.7164
BAG,Loakan,766,Baguio,,Philippines,Asia,16.3767,120.6178
BAH,Bahrain Intl,605,Bahrain,,Bahrain,Middle East,26.2708,50.6375
BAI,Buenos Aires,110,Buenos Aires,,Costa Rica,Central America,9.1667,-83.3333
BAJ,Bali,804,Bali,,Papua New Guinea,Australasia,-4.8833,149.1333
BAK,Baku,407,Baku,,Azerbaijan,Asia,40.5,49.9833
BAL,Batman,679,Batman,,Turkey,Europe,37.93,41.1167
BAM,Lander County,85,Battle Mountain,Nevada,United States,North America,40.5975,-116.8722
BAN,Basongo,517,Basongo,,Democratic Republic of the Congo,Africa,-4.3133,20.4281
BAO,Udorn,782,Ban Mak Khaeng,,Thailand,Asia,17.385,102.7928
BAP,Baibara Airport,804,Baibara,,Papua New Guinea,Australasia,-10.3333,149.75
BAQ,Ernesto Cortissoz International,327,Barranquilla,,Colombia,South America,10.8961,-74.7789
BAR,Baker Aaf,1,Baker Island,Alaska,United States,North America,55.3667,-133.6
BAS,Balalae,874,Balalae,,Solomon Islands,Australasia,-6.992,155.8849
BAT,Chafei Amsei,316,Barretos,Sao Paulo,Brazil,South America,-20.585,-48.5953
BAU,Central Railway Station,450,Bari,,Italy,Europe,41.1178,16.8694
BAV,Erliban,713,Baotou,,China,Asia,40.6667,109.9833
BAW,Biawonque Airport,526,Biawonque,,Gabon,Africa,-0.6667,146.35
BAX,Barnaul,475,Barnaul,Siberian Federal District,Russian Federation,Asia,53.3667,83.75
BAY,Baia Mare,473,Baia Mare,,Romania,Europe,47.65,23.4667
BAZ,Barcelos,316,Barcelos,Amazonas,Brazil,South America,-0.9669,-62.9336
BBA,Balmaceda,324,Balmaceda,,Chile,South America,-45.9167,-71.695
BBB,Benson Municipal,63,Benson,Minnesota,United States,North America,45.3167,-95.6
BBC,Bay City Municipal,74,Bay City,Texas,United States,North America,28.9833,-95.9667
BBD,Curtis Field,74,Brady,Texas,United States,North America,31.1333,-99.3333
BBE,Buenos Aires Fluvial Bus Station,385,Buenos Aires,,Uruguay,South America,-34.9569,-54.9389
BBF,Burlington Airport,13,Burlington,Massachusetts,United States,North America,42.5,-71.1833
BBG,Butaritari,824,Butaritari,,Kiribati,Australasia,3.0833,172.8167
BBH,Barth Airport,429,Stralsund,,Germany,Europe,54.3397,12.7117
BBI,Biju Patnaik,733,Bhubaneshwar,,India,Asia,20.2436,85.82
BBJ,Bitburg Air Base,429,Bitburg,,Germany,Europe,49.9667,6.5167
BBK,Kasane,510,Kasane,,Botswana,Africa,-17.7833,25.1667
BBL,Ballera,802,Ballera,Queensland,Australia,Australasia,-27.4111,141.8083
BBM,Battambang,709,Battambang,,Cambodia,Asia,13.0833,103.2167
BBN,"Bario, Sarawak",749,"Bario, Sarawak",,Malaysia,Asia,3.6833,115.4667
BBO,Berbera,573,Berbera,,Somalia,Africa,10.3917,44.95
BBP,Bembridge Airport,493,Bembridge,England,United Kingdom,Europe,50.6833,-1.0833
BBQ,Codrington Airport,206,Barbuda,,Antigua and Barbuda,Caribbean,17.5556,-61.765
BBR,Baillif Airport,235,Basse Terre,,Guadeloupe,Caribbean,16.0164,-61.7394
BBS,Blackbushe,493,Blackbushe,England,United Kingdom,Europe,51.3306,-0.8444
BBT,Berberati,509,Berberati,,Central African Republic,Africa,4.2192,15.7881
BBU,Baneasa - Aurel Vlaicu,473,Bucharest-Baneasa,,Romania,Europe,44.5,26.1
BBV,Nero-Mer,533,Grand Bereby,,Ivory Coast (Cote d'Ivoire),Africa,4.6667,-6.95
BBW,Broken Bow Airport,65,Broken Bow,Nebraska,United States,North America,41.4,-99.6333
